Name,SHA1,Product,Description,ProductVersion,FileVersion,MachineType,Category,Usecase,LolDriversUrl
iobitunlocker.sys,3a97b4f93c69cbf25fa4c4696e44577524c3c9a0,IObitUnlocker,IObitUnlocker Driver,1.2.0.0,1.2.0.0 built by: WinDDK,AMD64,vulnerable driver,Elevate privileges,https://www.loldrivers.io/drivers/e368efc7-cf69-47ae-8204-f69dac000b22/
iobitunlocker.sys,288daefd1ce65fb01011dc8a64491111207d3965,IObitUnlocker,IObitUnlocker Driver,1.2.0.0,1.2.0.0 built by: WinDDK,AMD64,vulnerable driver,Elevate privileges,https://www.loldrivers.io/drivers/e368efc7-cf69-47ae-8204-f69dac000b22/
iobitunlocker.sys,b5d78a1d3ae93bd343c6d65e64c0945d1d558758,IObitUnlocker,IObitUnlocker Driver,1.2.0.1,1.2.0.1 built by: WinDDK,AMD64,vulnerable driver,Elevate privileges,https://www.loldrivers.io/drivers/e368efc7-cf69-47ae-8204-f69dac000b22/
rtkiow8x64.sys ,98ceed786f79288becc08c3b82c57e8d4bfa1bca,Realtek IO Driver                      ,Realtek IO Driver,1.009.0709.2020,1.009.0709.2020,AMD64,vulnerable driver,Elevate privileges,https://www.loldrivers.io/drivers/998ed67c-9c20-46ef-a6ba-abc606b540b9/
LgCoreTemp.sys,471ca4b5bb5fe68543264dd52acb99fddd7b3c6d,LgCoreTemp,CPU Core Temperature Monitor,1.0.0.1,1.0.0.1,AMD64,vulnerable driver,Denial of Service,https://www.loldrivers.io/drivers/2c3884d3-9e4f-4519-b18b-0969612621bc/
LgCoreTemp.sys,a7baff6666fc2d259c22f986b8a153c7b1d1d8be,LgCoreTemp,CPU Core Temperature Monitor,1.0.0.1,1.0.0.1,I386,vulnerable driver,Denial of Service,https://www.loldrivers.io/drivers/2c3884d3-9e4f-4519-b18b-0969612621bc/
BSMIx64.sys,c6bd965300f07012d1b651a9b8776028c45b149a,,SMI Driver,1.0.0.3,1.0.0.3,AMD64,vulnerable driver,Elevate privileges,https://www.loldrivers.io/drivers/47724cc1-bf75-4ab7-a47a-355a9aa30de1/
VProEventMonitor.sys,0c26ab1299adcd9a385b541ef1653728270aa23e,Symantec Event Monitors Driver Development Edition,VProEventMonitor.Sys - Event Monitoring driver,1.0.0,1.0.0.45708,AMD64,vulnerable driver,Elevate privileges,https://www.loldrivers.io/drivers/4db827b1-325b-444d-9f23-171285a4d12f/
AsrDrv102.sys,9923c8f1e565a05b3c738d283cf5c0ed61a0b90f,ASRock IO Driver,ASRock IO Driver,1.00.00.0000,1.00.00.0000 built by: WinDDK,AMD64,vulnerable driver,Elevate privileges,https://www.loldrivers.io/drivers/5af9abf0-d8de-4e9b-8141-e9e97a31901a/
sysconp.sys,0e1df95042081fa2408782f14ce483f0db19d5ab,,,,,AMD64,vulnerable driver,Elevate privileges,https://www.loldrivers.io/drivers/62f76f62-ef82-49ea-a26f-36e5727e8d83/
sysconp.sys,ec1eafb87340b18c7ef3bc349fed1ddd5d3678f6,,,,,AMD64,vulnerable driver,Elevate privileges,https://www.loldrivers.io/drivers/62f76f62-ef82-49ea-a26f-36e5727e8d83/
zam64.sys,cd248648eafca6ef77c1b76237a6482f449f13be,ZAM,ZAM,2.18.371,,AMD64,vulnerable driver,Elevate privileges,https://www.loldrivers.io/drivers/e5f12b82-8d07-474e-9587-8c7b3714d60c/
zam64.sys,8f4b79b8026da7f966d38a8ba494c113c5e3894b,ZAM,ZAM,2.16.928,,AMD64,vulnerable driver,Elevate privileges,https://www.loldrivers.io/drivers/e5f12b82-8d07-474e-9587-8c7b3714d60c/
zam64.sys,3b8ddf860861cc4040dea2d2d09f80582547d105,ZAM,ZAM,2.20.865,,AMD64,vulnerable driver,Elevate privileges,https://www.loldrivers.io/drivers/e5f12b82-8d07-474e-9587-8c7b3714d60c/
zam64.sys,90abd7670c84c47e6ffc45c67d676db8c12b1939,ZAM,ZAM,2.18.229,,AMD64,vulnerable driver,Elevate privileges,https://www.loldrivers.io/drivers/e5f12b82-8d07-474e-9587-8c7b3714d60c/
zam64.sys,b99a5396094b6b20cea72fbf0c0083030155f74e,ZAM,ZAM,3.0.0.000,3.0.0.000,AMD64,vulnerable driver,Elevate privileges,https://www.loldrivers.io/drivers/e5f12b82-8d07-474e-9587-8c7b3714d60c/
zam64.sys,09f117d83f2f206ee37f1eb19eea576a0ac9bdcc,ZAM,ZAM,2.17.115,,AMD64,vulnerable driver,Elevate privileges,https://www.loldrivers.io/drivers/e5f12b82-8d07-474e-9587-8c7b3714d60c/
