DllName,Vendor,ExpectedLocation,ExecutablePath,Type,ExecutableSHA256,Url
winsta.dll,Microsoft,\\Windows\\System32|\\Windows\\SysWOW64,\\Windows\\System32\\change\.exe|\\Windows\\System32\\chglogon\.exe|\\Windows\\System32\\chgport\.exe|\\Windows\\System32\\ctfmon\.exe|\\Windows\\System32\\displayswitch\.exe|\\Windows\\System32\\msg\.exe|\\Windows\\System32\\musnotification\.exe|\\Windows\\System32\\query\.exe|\\Windows\\System32\\quser\.exe|\\Windows\\System32\\qprocess\.exe|\\Windows\\System32\\qwinsta\.exe|\\Windows\\System32\\rdpclip\.exe|\\Windows\\System32\\rdpinput\.exe|\\Windows\\System32\\rdpsa\.exe|\\Windows\\System32\\rdpsauachelper\.exe|\\Windows\\System32\\rdpshell\.exe|\\Windows\\System32\\rdvghelper\.exe|\\Windows\\System32\\reset\.exe|\\Windows\\System32\\rwinsta\.exe|\\Windows\\System32\\systempropertiesadvanced\.exe|\\Windows\\System32\\systempropertiescomputername\.exe|\\Windows\\System32\\systempropertiesdataexecutionprevention\.exe|\\Windows\\System32\\systempropertieshardware\.exe|\\Windows\\System32\\systempropertiesprotection\.exe|\\Windows\\System32\\systempropertiesremote\.exe|\\Windows\\System32\\tscon\.exe|\\Windows\\System32\\tsdiscon\.exe|\\Windows\\System32\\tskill\.exe|\\Windows\\System32\\DriverStore\\FileRepository\\[^\\]+\\igfxSDK\.exe,Sideloading,,https://hijacklibs.net/entries/microsoft/built-in/winsta.html
winsync.dll,Microsoft,\\Windows\\System32|\\Windows\\SysWOW64,\\Windows\\System32\\synchost\.exe,Sideloading,,https://hijacklibs.net/entries/microsoft/built-in/winsync.html
winutils.dll,Palo Alto,\\Program Files( \(x86\))?\\Palo Alto Networks\\Traps,\\Program Files( \(x86\))?\\Palo Alto Networks\\Traps\\cydump\.exe,Sideloading,4874d336c5c7c2f558cfd5954655cacfc85bcfcb512a45fb0ff461ce9c38b86d,https://hijacklibs.net/entries/3rd_party/paloalto/winutils.html
wkscli.dll,Microsoft,\\Windows\\System32|\\Windows\\SysWOW64,\\Windows\\System32\\djoin\.exe|\\Windows\\System32\\dsregcmd\.exe|\\Windows\\System32\\edpcleanup\.exe|\\Windows\\System32\\getmac\.exe|\\Windows\\System32\\ie4uinit\.exe|\\Windows\\System32\\mshta\.exe|\\Windows\\System32\\mstsc\.exe|\\Windows\\System32\\net\.exe|\\Windows\\System32\\net1\.exe|\\Windows\\System32\\netdom\.exe|\\Windows\\System32\\secinit\.exe|\\Windows\\System32\\systempropertiesadvanced\.exe|\\Windows\\System32\\systemsettingsadminflows\.exe|\\Windows\\System32\\whoami\.exe,Sideloading,,https://hijacklibs.net/entries/microsoft/built-in/wkscli.html
wlanapi.dll,Microsoft,\\Windows\\System32|\\Windows\\SysWOW64,\\Windows\\System32\\legacynetuxhost\.exe|\\Windows\\System32\\netsh\.exe|\\Windows\\System32\\wifitask\.exe,Sideloading,,https://hijacklibs.net/entries/microsoft/built-in/wlanapi.html
wlancfg.dll,Microsoft,\\Windows\\System32|\\Windows\\SysWOW64,\\Windows\\System32\\netsh\.exe,Sideloading,,https://hijacklibs.net/entries/microsoft/built-in/wlancfg.html
wlbsctrl.dll,Microsoft,,\\Windows\\System32\\svchost\.exe,Phantom,,https://hijacklibs.net/entries/microsoft/built-in/wlbsctrl.html
wldp.dll,Microsoft,\\Windows\\System32|\\Windows\\SysWOW64,\\Windows\\System32\\mshta\.exe|\\Windows\\System32\\securityhealthservice\.exe|\\Windows\\System32\\systemsettingsadminflows\.exe|\\Windows\\System32\\write\.exe,Sideloading,,https://hijacklibs.net/entries/microsoft/built-in/wldp.html
wmiclnt.dll,Microsoft,\\Windows\\System32|\\Windows\\SysWOW64,\\Windows\\System32\\dispdiag\.exe|\\Windows\\System32\\iscsicli\.exe,Sideloading,,https://hijacklibs.net/entries/microsoft/built-in/wmiclnt.html
wmicodegen.dll,Microsoft,\\Program Files( \(x86\))?\\windows kits\\[^\\]+\\bin\\[^\\]+,\\Program Files( \(x86\))?\\windows kits\\[^\\]+\\bin\\[^\\]+\\convert-moftoprovider\.exe,Sideloading,0C14A5E99C861E3A393A78E23D85DA1AACD43AB29FE017EB56BABD3BF447DBFA,https://hijacklibs.net/entries/microsoft/external/wmicodegen.html
wmpdui.dll,Microsoft,\\Windows\\System32,\\Windows\\System32\\wmpdmc\.exe,Sideloading,,https://hijacklibs.net/entries/microsoft/built-in/wmpdui.html
wmsgapi.dll,Microsoft,\\Windows\\System32|\\Windows\\SysWOW64,\\Windows\\System32\\osk\.exe,Sideloading,,https://hijacklibs.net/entries/microsoft/built-in/wmsgapi.html
wofutil.dll,Microsoft,\\Windows\\System32|\\Windows\\SysWOW64,\\Windows\\System32\\recoverydrive\.exe|\\Windows\\System32\\resetengine\.exe|\\Windows\\System32\\systemreset\.exe,Sideloading,,https://hijacklibs.net/entries/microsoft/built-in/wofutil.html
wow64log.dll,Microsoft,,cmder\.exe,Phantom,6F35596886C21C661972FCF117DC9BC392E49B164D86EC1F1DB7AAAAC82DFB24,https://hijacklibs.net/entries/microsoft/built-in/wow64log.html
wptsextensions.dll,Microsoft,,\\Windows\\System32\\svchost\.exe,Phantom,,https://hijacklibs.net/entries/microsoft/built-in/wptsextensions.html
wsc.dll,Avast,\\Program Files( \(x86\))?\\AVAST Software\\Avast|\\Program Files( \(x86\))?\\Norton\\Suite|\\Program Files( \(x86\))?\\AVG\\Antivirus,wsc_proxy\.exe,Search Order,85ca20eeec3400c68a62639a01928a5dab824d2eadf589e5cbfe5a2bc41d9654,https://hijacklibs.net/entries/3rd_party/avast/wsc.html
wscapi.dll,Microsoft,\\Windows\\System32|\\Windows\\SysWOW64,\\Windows\\System32\\wscadminui\.exe,Sideloading,,https://hijacklibs.net/entries/microsoft/built-in/wscapi.html
wsdapi.dll,Microsoft,\\Windows\\System32|\\Windows\\SysWOW64,\\Program Files( \(x86\))?\\Windows Kits\\10\\bin\\[^\\]+\\x64\\wsddebug_host\.exe,Sideloading,,https://hijacklibs.net/entries/microsoft/built-in/wsdapi.html
wshelper.dll,Microsoft,\\Windows\\System32|\\Windows\\SysWOW64,\\Windows\\System32\\netsh\.exe,Sideloading,,https://hijacklibs.net/entries/microsoft/built-in/wshelper.html
wsmsvc.dll,Microsoft,\\Windows\\System32|\\Windows\\SysWOW64,\\Windows\\System32\\winrs\.exe|\\Windows\\System32\\wsmanhttpconfig\.exe|\\Windows\\System32\\wsmprovhost\.exe,Sideloading,,https://hijacklibs.net/entries/microsoft/built-in/wsmsvc.html
wtsapi32.dll,Microsoft,\\Windows\\System32|\\Windows\\SysWOW64,\\Windows\\System32\\appvclient\.exe|\\Windows\\System32\\bdeuisrv\.exe|\\Windows\\System32\\customshellhost\.exe|\\Windows\\System32\\magnify\.exe|\\Windows\\System32\\mblctr\.exe|\\Windows\\System32\\mdmappinstaller\.exe|\\Windows\\System32\\raserver\.exe|\\Windows\\System32\\rdpclip\.exe|\\Windows\\System32\\rdpinput\.exe|\\Windows\\System32\\rdpinit\.exe|\\Windows\\System32\\rdpshell\.exe|\\Windows\\System32\\rdvghelper\.exe|\\Windows\\System32\\sdclt\.exe|\\Windows\\System32\\securityhealthservice\.exe|\\Windows\\System32\\sethc\.exe|\\Windows\\System32\\slui\.exe|\\Windows\\System32\\systemsettingsadminflows\.exe|\\Windows\\System32\\wusa\.exe,Sideloading,,https://hijacklibs.net/entries/microsoft/built-in/wtsapi32.html
wwancfg.dll,Microsoft,\\Windows\\System32|\\Windows\\SysWOW64,\\Windows\\System32\\netsh\.exe,Sideloading,,https://hijacklibs.net/entries/microsoft/built-in/wwancfg.html
wwapi.dll,Microsoft,\\Windows\\System32|\\Windows\\SysWOW64,\\Windows\\System32\\netsh\.exe,Sideloading,,https://hijacklibs.net/entries/microsoft/built-in/wwapi.html
wxmsw313u_aui_vc_custom.dll,wxWidgets,\\Program Files( \(x86\))?\\Audacity,\\Program Files( \(x86\))?\\Audacity\\audacity\.exe,Sideloading,7677111340eea8915dd609236febf14f9a4d4416a2a33fd11daf505ab5bc7867,https://hijacklibs.net/entries/3rd_party/wxwidgets/wxmsw313u_aui_vc_custom.html
x32bridge.dll,x64dbg,,x32dbg\.exe,Sideloading,ec5cf913773459da0fd30bb282fb0144b85717aa6ce660e81a0bad24a2f23e15,https://hijacklibs.net/entries/3rd_party/x64dbg/x32bridge.html
xmllite.dll,Microsoft,\\Windows\\System32|\\Windows\\SysWOW64,\\Windows\\System32\\certreq\.exe|\\Windows\\System32\\ddodiag\.exe|\\Windows\\System32\\deviceenroller\.exe|\\Windows\\System32\\dmcfghost\.exe|\\Windows\\System32\\dmclient\.exe|\\Windows\\System32\\dmomacpmo\.exe|\\Windows\\System32\\dxcap\.exe|\\Windows\\System32\\dxpserver\.exe|\\Windows\\System32\\mdmdiagnosticstool\.exe|\\Windows\\System32\\mousocoreworker\.exe|\\Windows\\System32\\musnotificationux\.exe|\\Windows\\System32\\musnotifyicon\.exe|\\Windows\\System32\\omadmclient\.exe|\\Windows\\System32\\psr\.exe|\\Windows\\System32\\resetengine\.exe|\\Windows\\System32\\sppsvc\.exe|\\Windows\\System32\\systemreset\.exe|\\Windows\\System32\\tracerpt\.exe|\\Windows\\System32\\upfc\.exe|\\Windows\\System32\\usocoreworker\.exe|\\Windows\\System32\\vsgraphicsdesktopengine\.exe|\\Windows\\System32\\vsgraphicsremoteengine\.exe|\\Windows\\System32\\wbengine\.exe|\\Program Files( \(x86\))?\\Common Files\\Microsoft Shared\\ink\\InputPersonalization\.exe,Sideloading,,https://hijacklibs.net/entries/microsoft/built-in/xmllite.html
xolehlp.dll,Microsoft,\\Windows\\System32|\\Windows\\SysWOW64,\\Windows\\System32\\msdtc\.exe,Sideloading,,https://hijacklibs.net/entries/microsoft/built-in/xolehlp.html
xpsservices.dll,Microsoft,\\Windows\\System32|\\Windows\\SysWOW64,\\Windows\\System32\\printfilterpipelinesvc\.exe,Sideloading,,https://hijacklibs.net/entries/microsoft/built-in/xpsservices.html
zlibwapi.dll,zlib,\\Program Files( \(x86\))?\\DS Clock,\\Program Files( \(x86\))?\\DS Clock\\dsclock\.exe,Sideloading,f85ce4492e1354f8310027c5f70ef73aae654fcd8fd9a58034e4f82a41a9826b,https://hijacklibs.net/entries/3rd_party/zlib/zlibwapi.html
