DllName,Vendor,ExpectedLocation,ExecutablePath,Type,ExecutableSHA256,Url
ifsutil.dll,Microsoft,\\Windows\\System32|\\Windows\\SysWOW64,\\Windows\\System32\\convert\.exe|\\Windows\\System32\\fsavailux\.exe|\\Windows\\System32\\label\.exe|\\Windows\\System32\\recover\.exe|\\Windows\\System32\\xcopy\.exe,Sideloading,,https://hijacklibs.net/entries/microsoft/built-in/ifsutil.html
imjp14k.dll,Microsoft,\\Windows\\System32|\\Windows\\SysWOW64|\\Program Files( \(x86\))?\\Common Files\\Microsoft Shared\\IME14\\SHARED,\\Program Files( \(x86\))?\\Common Files\\Microsoft Shared\\IME14\\SHARED\\imecmnt\.exe,Sideloading,80a7ff01de553cb099452cb9fac5762caf96c0c3cd9c5ad229739da7f2a2ca72,https://hijacklibs.net/entries/microsoft/external/imjp14k.html
inproclogger.dll,Microsoft,\\Windows\\System32,\\Windows\\System32\\easpolicymanagerbrokerhost\.exe,Sideloading,,https://hijacklibs.net/entries/microsoft/built-in/inproclogger.html
iphlpapi.dll,Microsoft,\\Windows\\System32|\\Windows\\SysWOW64,\\Windows\\System32\\arp\.exe|\\Windows\\System32\\colorcpl\.exe|\\Windows\\System32\\datausagelivetiletask\.exe|\\Windows\\System32\\dcdiag\.exe|\\Windows\\System32\\devicecensus\.exe|\\Windows\\System32\\dnscacheugc\.exe|\\Windows\\System32\\fxscover\.exe|\\Windows\\System32\\fxssvc\.exe|\\Windows\\System32\\fxsunatd\.exe|\\Windows\\System32\\ipconfig\.exe|\\Windows\\System32\\mousocoreworker\.exe|\\Windows\\System32\\msra\.exe|\\Windows\\System32\\mstsc\.exe|\\Windows\\System32\\nbtstat\.exe|\\Windows\\System32\\net\.exe|\\Windows\\System32\\netbtugc\.exe|\\Windows\\System32\\netiougc\.exe|\\Windows\\System32\\netsh\.exe|\\Windows\\System32\\netstat\.exe|\\Windows\\System32\\omadmclient\.exe|\\Windows\\System32\\pathping\.exe|\\Windows\\System32\\printbrmui\.exe|\\Windows\\System32\\printui\.exe|\\Windows\\System32\\rdpclip\.exe|\\Windows\\System32\\route\.exe|\\Windows\\System32\\tracert\.exe|\\Windows\\System32\\w32tm\.exe|\\Windows\\System32\\wfs\.exe|\\Windows\\System32\\wifitask\.exe|\\Windows\\System32\\wpnpinst\.exe|\\(Users\\[^\\]+|windows\\(System32|SysWOW64)\\config\\systemprofile)\\AppData\\[^\\]+\\microsoft\\onedrive\\onedrive\.exe|\\(Users\\[^\\]+|windows\\(System32|SysWOW64)\\config\\systemprofile)\\AppData\\[^\\]+\\microsoft\\onedrive\\OneDriveStandaloneUpdater\.exe|\\(Users\\[^\\]+|windows\\(System32|SysWOW64)\\config\\systemprofile)\\AppData\\[^\\]+\\microsoft\\teams\\current\\teams\.exe|\\Program Files( \(x86\))?\\Minecraft Launcher\\MinecraftLauncher\.exe|\\Program Files( \(x86\))?\\Microsoft Deployment Toolkit\\Bin\\Microsoft\.BDD\.Catalog35\.exe,Sideloading|Search Order,|6511ef24c41cf20f707119dd40971420f1cd6f97f0e888b7d24b5e0dec9d5495,https://hijacklibs.net/entries/microsoft/built-in/iphlpapi.html
iri.dll,Microsoft,\\Windows\\System32|\\Windows\\SysWOW64,\\Windows\\System32\\deviceenroller\.exe|\\Windows\\System32\\dmcertinst\.exe|\\Windows\\System32\\dmcfghost\.exe|\\Windows\\System32\\dmomacpmo\.exe|\\Windows\\System32\\hvsievaluator\.exe|\\Windows\\System32\\mdmappinstaller\.exe|\\Windows\\System32\\mdmdiagnosticstool\.exe|\\Windows\\System32\\omadmclient\.exe|\\Windows\\System32\\usocoreworker\.exe,Sideloading,,https://hijacklibs.net/entries/microsoft/built-in/iri.html
iscsidsc.dll,Microsoft,\\Windows\\System32|\\Windows\\SysWOW64,\\Windows\\System32\\iscsicli\.exe,Sideloading,,https://hijacklibs.net/entries/microsoft/built-in/iscsidsc.html
iscsiexe.dll,Microsoft,\\Windows\\System32|\\Windows\\SysWOW64,\\Windows\\System32\\iscsicpl\.exe,Search Order,,https://hijacklibs.net/entries/microsoft/built-in/iscsiexe.html
iscsium.dll,Microsoft,\\Windows\\System32|\\Windows\\SysWOW64,\\Windows\\System32\\iscsicli\.exe,Sideloading,,https://hijacklibs.net/entries/microsoft/built-in/iscsium.html
iumbase.dll,Microsoft,\\Windows\\System32,\\Windows\\System32\\bioiso\.exe|\\Windows\\System32\\fsiso\.exe|\\Windows\\System32\\ngciso\.exe,Sideloading,,https://hijacklibs.net/entries/microsoft/built-in/iumbase.html
iumsdk.dll,Microsoft,\\Windows\\System32,\\Windows\\System32\\bioiso\.exe|\\Windows\\System32\\fsiso\.exe|\\Windows\\System32\\ngciso\.exe,Sideloading,,https://hijacklibs.net/entries/microsoft/built-in/iumsdk.html
iviewers.dll,Microsoft,\\Program Files( \(x86\))?\\Windows Kits\\10\\bin\\[^\\]+\\x86|\\Program Files( \(x86\))?\\Windows Kits\\10\\bin\\[^\\]+\\x64|\\Program Files( \(x86\))?\\Windows Kits\\10\\bin\\[^\\]+\\arm|\\Program Files( \(x86\))?\\Windows Kits\\10\\bin\\[^\\]+\\arm64,\\Program Files( \(x86\))?\\Windows Kits\\10\\bin\\[^\\]+\\x86\\oleview\.exe|\\Program Files( \(x86\))?\\Windows Kits\\10\\bin\\[^\\]+\\x64\\oleview\.exe|\\Program Files( \(x86\))?\\Windows Kits\\10\\bin\\[^\\]+\\arm64\\oleview\.exe,Sideloading,,https://hijacklibs.net/entries/microsoft/external/iviewers.html
jli.dll,Oracle,\\Program Files( \(x86\))?\\Java\\[^\\]+\\bin|\\Program Files( \(x86\))?\\[^\\]+\\jre\\bin|\\(Users\\[^\\]+|windows\\(System32|SysWOW64)\\config\\systemprofile)\\AppData\\[^\\]+\\Temp\\[^\\]+\\bin,\\Program Files( \(x86\))?\\Java\\[^\\]+\\bin\\jsadebugd\.exe|\\Program Files( \(x86\))?\\Java\\[^\\]+\\bin\\java\.exe|\\Program Files( \(x86\))?\\Java\\[^\\]+\\bin\\javaw\.exe,Sideloading,76618263ac3d71779c18526c5ecc75a025ad0c78212b6a2bc089b22a1b8ca567|,https://hijacklibs.net/entries/3rd_party/oracle/jli.html
joinutil.dll,Microsoft,\\Windows\\System32|\\Windows\\SysWOW64,\\Windows\\System32\\djoin\.exe,Sideloading,,https://hijacklibs.net/entries/microsoft/built-in/joinutil.html
kdstub.dll,Microsoft,\\Windows\\System32,\\Windows\\System32\\hvax64\.exe|\\Windows\\System32\\hvix64\.exe,Sideloading,,https://hijacklibs.net/entries/microsoft/built-in/kdstub.html
keyscramblerie.dll,QFX,\\Program Files( \(x86\))?\\KeyScrambler,\\Program Files( \(x86\))?\\KeyScrambler\\KeyScrambler\.exe,Sideloading,"f1575259753f52aaabbd6baad3069605d764761c1da92e402f3e781ed3cf7cea, fa7ad2f45128120bccc33f996f87a81faa2e9c1236666dd69b943a755f332eb1",https://hijacklibs.net/entries/3rd_party/qfx/keyscramblerie.html
krpt.dll,Kingsoft,\\Program Files( \(x86\))?\\Kingsoft\\WPS Office\\[^\\]+\\office6,\\Program Files( \(x86\))?\\Kingsoft\\WPS Office\\[^\\]+\\office6\\wpp\.exe,Sideloading,,https://hijacklibs.net/entries/3rd_party/kingsoft/krpt.html
ksuser.dll,Microsoft,\\Windows\\System32|\\Windows\\SysWOW64,\\Windows\\System32\\mfpmp\.exe|\\Windows\\System32\\osk\.exe,Sideloading,,https://hijacklibs.net/entries/microsoft/built-in/ksuser.html
ktmw32.dll,Microsoft,\\Windows\\System32|\\Windows\\SysWOW64,\\Windows\\System32\\ktmutil\.exe|\\Windows\\System32\\msdtc\.exe|\\Windows\\System32\\mstsc\.exe|\\Windows\\System32\\netsh\.exe|\\Windows\\System32\\rstrui\.exe|\\Windows\\System32\\srtasks\.exe|\\Windows\\System32\\wkspbroker\.exe,Sideloading,,https://hijacklibs.net/entries/microsoft/built-in/ktmw32.html
launcher.dll,Oracle,\\Program Files( \(x86\))?\\SQL Developer\\ide\\bin|\\Program Files( \(x86\))?\\sqldeveloper\\ide\\bin,\\Program Files( \(x86\))?\\SQL Developer\\sqldeveloper\.exe,Search Order,8ceb437a7a38f035587d2e67a2e9d231552680ac34822f9d9e61b7b978160741,https://hijacklibs.net/entries/3rd_party/oracle/launcher.html
ldvpocx.ocx,Symantec,\\Program Files( \(x86\))?\\Symantec_Client_Security\\Symantec AntiVirus|\\Program Files( \(x86\))?\\Symantec AntiVirus,\\Program Files( \(x86\))?\\Symantec_Client_Security\\Symantec AntiVirus\\ldvpreg\.exe,Sideloading,61d1943f0b702f4c16bb37228ade1d8f0ef4675b480921950d026c82e4a65fde,https://hijacklibs.net/entries/3rd_party/symantec/ldvpocx.html
libcef.dll,Google,\\Program Files( \(x86\))?\\NVIDIA Corporation\\NVIDIA GeForce Experience,%Program Files \(x86\)\\NVIDIA Corporation\\NVIDIA GeForce Experience\\NVIDA Share\.exe,Sideloading,f1e2f82d5f21fb8169131fedee6704696451f9e28a8705fca5c0dd6dad151d64,https://hijacklibs.net/entries/3rd_party/google/libcef.html
libcurl.dll,curl,\\Program Files( \(x86\))?\\Notepad\+\+\\updater|\\Program Files( \(x86\))?\\WindowsApps\\MSTeams_[^\\]+|\\Program Files( \(x86\))?\\Coolmuster\\Coolmuster PDF Creator Pro\\[^\\]+\\Bin,\\Program Files( \(x86\))?\\Notepad\+\+\\updater\\GUP\.exe|\\Program Files( \(x86\))?\\Coolmuster\\Coolmuster PDF Creator Pro\\[^\\]+\\Bin\\Coolmuster PDF Creator Pro\.exe,Sideloading,e5bbbf34414426f63e6cd1354c306405e54bf31279829c7542dccfb7d85af0ec|777989570e14510d504debc657a24ccd995abb88fe30c5fa71911789b9a47f50,https://hijacklibs.net/entries/3rd_party/curl/libcurl.html
libeay32.dll,PSPad,\\Program Files( \(x86\))?\\PSPad editor,\\Program Files( \(x86\))?\\PSPad editor\\PSPad\.exe,Sideloading,0a97c374a6cc14b54b01deb3be77b28e274ced8c0627efba6b84712284332a7a,https://hijacklibs.net/entries/3rd_party/pspad/libeay32.html
libglib-2.0-0.dll,Wireshark,\\Program Files( \(x86\))?\\Wireshark,\\Program Files( \(x86\))?\\Wireshark\\Mergecap\.exe,Sideloading,ac7a321a7b00b4adb5863b9a7e91e69afe9ce1953317234a2bd1bee97de744da,https://hijacklibs.net/entries/3rd_party/wireshark/libglib-2.0-0.html
libngs.dll,Sangfor,\\Program Files( \(x86\))?\\Sangfor\\SSL\\RemoteAppClient\\,\\Program Files( \(x86\))?\\Sangfor\\SSL\\RemoteAppClient\\SRAPSession\.exe,Sideloading,7b89e772d2c2ba49faa113ea1431a08103c8cec06015e141f2422c1a82690c15,https://hijacklibs.net/entries/3rd_party/sangfor/libngs.html
libsmartscreenn.dll,Microsoft,\\Program Files( \(x86\))?\\WindowsApps\\Microsoft\.DesktopAppInstaller_[^\\]+_x64__8wekyb3d8bbwe,\\Program Files( \(x86\))?\\WindowsApps\\Microsoft\.DesktopAppInstaller_[^\\]+_x64__8wekyb3d8bbwe\\AppInstaller\.exe,Sideloading,e67659cec3aaac0edc4fb12ac80da5bfb0ab8a104f6cdfd96c62db475bc96e6b,https://hijacklibs.net/entries/microsoft/built-in/libsmartscreenn.html
libsqlite3-0.dll,SQLite,\\Program Files( \(x86\))?,\\Program Files( \(x86\))?\\FileZilla FTP Client\\filezilla\.exe,Sideloading,ab3a652984d875269b7e7487d38852cd8301d5d4c57030b9640f097549fd6d8b,https://hijacklibs.net/entries/3rd_party/sqlite/libsqlite3-0.html
libvlc.dll,VLC,\\Program Files( \(x86\))?\\VideoLAN\\VLC,\\Program Files( \(x86\))?\\VideoLAN\\VLC\\vlc\.exe,Sideloading,6f924de3f160984740fbac66cf9546125330fc00f4f5d2dbf05601d9d930b7d9,https://hijacklibs.net/entries/3rd_party/vlc/libvlc.html
libvlccore.dll,VLC,\\Program Files( \(x86\))?\\VideoLAN\\VLC,\\Program Files( \(x86\))?\\VideoLAN\\VLC\\vlc\.exe,Sideloading,1fcd04fe1a3d519c7d585216b414cd947d16997d77d81a2892821f588c630937,https://hijacklibs.net/entries/3rd_party/vlc/libvlccore.html
libwsutil.dll,Wireshark,\\Program Files( \(x86\))?\\Wireshark,\\Program Files( \(x86\))?\\Wireshark\\Mergecap\.exe,Sideloading,ac7a321a7b00b4adb5863b9a7e91e69afe9ce1953317234a2bd1bee97de744da,https://hijacklibs.net/entries/3rd_party/wireshark/libwsutil.html
libxfont-1.dll,Mobatek,\\Program Files( \(x86\))?\\Mobatek\\MobaXterm Personal Edition|\\Program Files( \(x86\))?\\Mobatek\\MobaXterm,\\Program Files( \(x86\))?\\Mobatek\\MobaXterm Personal Edition\\MobaXterm\.exe|\\Program Files( \(x86\))?\\Mobatek\\MobaXterm\\MobaXterm\.exe,Sideloading,35132e05638b942403b8a813925de7b54e2e2e35b6ba7a8a081e8b96edd4c0aa,https://hijacklibs.net/entries/3rd_party/mobatek/libxfont-1.html
licensemanagerapi.dll,Microsoft,\\Windows\\System32|\\Windows\\SysWOW64,\\Windows\\System32\\wsreset\.exe,Sideloading,,https://hijacklibs.net/entries/microsoft/built-in/licensemanagerapi.html
linkinfo.dll,Microsoft,\\Windows\\System32|\\Windows\\SysWOW64,\\Windows\\System32\\certreq\.exe,Sideloading,,https://hijacklibs.net/entries/microsoft/built-in/linkinfo.html
liteskinutils.dll,ICQ,\\Program Files( \(x86\))?\\ICQLite,\\Program Files( \(x86\))?\\ICQLite\\ICQLite\.exe,Sideloading,e6baea057b35e495a3fc3cdf3b95d503c3abc63c371fbb0067f1052798ce3601,https://hijacklibs.net/entries/3rd_party/icq/liteskinutils.html
lmiguardiandll.dll,LogMeIn,\\Program Files( \(x86\))?\\LogMeIn|\\Program Files( \(x86\))?\\LogMeIn\\x86|\\Program Files( \(x86\))?\\LogMeIn\\x64,LMIGuardianSvc\.exe,Sideloading,26C855264896DB95ED46E502F2D318E5F2AD25B59BDC47BD7FFE92646102AE0D,https://hijacklibs.net/entries/3rd_party/logmein/lmiguardiandll.html
loadperf.dll,Microsoft,\\Windows\\System32|\\Windows\\SysWOW64,\\Windows\\System32\\unlodctr\.exe,Sideloading,,https://hijacklibs.net/entries/microsoft/built-in/loadperf.html
lockdown.dll,McAfee,\\Program Files( \(x86\))?\\McAfee\\VirusScan Enterprise,mfeann\.exe,Sideloading,07bbd8a80b5377723b13dbb40a01ca44cbc203369f5e5652a25b448e27ca108c,https://hijacklibs.net/entries/3rd_party/mcafee/lockdown.html
lockhostingframework.dll,Microsoft,\\Windows\\System32,\\Windows\\System32\\lockapphost\.exe,Sideloading,,https://hijacklibs.net/entries/microsoft/built-in/lockhostingframework.html
log.dll,BitDefender,\\Program Files( \(x86\))?\\Bitdefender Antivirus Free|\\Program Files( \(x86\))?\\Bitdefender Agent\\[^\\]+|\\Program Files( \(x86\))?\\Bitdefender Agent\\[^\\]+\\x64|\\Program Files( \(x86\))?\\Bitdefender\\Bitdefender Security|\\Program Files( \(x86\))?\\Bitdefender\\Bitdefender Security App,\\Program Files( \(x86\))?\\Bitdefender Antivirus Free\\BDReinit\.exe|\\Program Files( \(x86\))?\\Bitdefender Agent\\[^\\]+\\BDReinit\.exe|\\Program Files( \(x86\))?\\Bitdefender Agent\\[^\\]+\\x64\\BDReinit\.exe|\\Program Files( \(x86\))?\\Bitdefender\\Bitdefender Security\\BDReinit\.exe|\\Program Files( \(x86\))?\\Bitdefender\\Bitdefender Security App\\BDReinit\.exe|\\Program Files( \(x86\))?\\Bitdefender Antivirus Free\\BDSubWiz\.exe|\\Program Files( \(x86\))?\\Bitdefender Agent\\[^\\]+\\BDSubWiz\.exe|\\Program Files( \(x86\))?\\Bitdefender Agent\\[^\\]+\\x64\\BDSubWiz\.exe|\\Program Files( \(x86\))?\\Bitdefender\\Bitdefender Security\\BDSubWiz\.exe|\\Program Files( \(x86\))?\\Bitdefender\\Bitdefender Security App\\BDSubWiz\.exe,Sideloading,386EB7AA33C76CE671D6685F79512597F1FAB28EA46C8EC7D89E58340081E2BD|2DA00DE67720F5F13B17E9D985FE70F10F153DA60C9AB1086FE58F069A156924,https://hijacklibs.net/entries/3rd_party/bitdefender/log.html
logoncli.dll,Microsoft,\\Windows\\System32|\\Windows\\SysWOW64,\\Windows\\System32\\certutil\.exe|\\Windows\\System32\\change\.exe|\\Windows\\System32\\chglogon\.exe|\\Windows\\System32\\chgport\.exe|\\Windows\\System32\\csvde\.exe|\\Windows\\System32\\devicecensus\.exe|\\Windows\\System32\\djoin\.exe|\\Windows\\System32\\dsacls\.exe|\\Windows\\System32\\dsmgmt\.exe|\\Windows\\System32\\dsregcmd\.exe|\\Windows\\System32\\efsui\.exe|\\Windows\\System32\\gpfixup\.exe|\\Windows\\System32\\gpresult\.exe|\\Windows\\System32\\klist\.exe|\\Windows\\System32\\ksetup\.exe|\\Windows\\System32\\ldifde\.exe|\\Windows\\System32\\net1\.exe|\\Windows\\System32\\nltest\.exe|\\Windows\\System32\\netdom\.exe|\\Windows\\System32\\ntdsutil\.exe|\\Windows\\System32\\query\.exe|\\Windows\\System32\\quser\.exe|\\Windows\\System32\\qwinsta\.exe|\\Windows\\System32\\redircmp\.exe|\\Windows\\System32\\redirusr\.exe|\\Windows\\System32\\rekeywiz\.exe|\\Windows\\System32\\rendom\.exe|\\Windows\\System32\\repadmin\.exe|\\Windows\\System32\\reset\.exe|\\Windows\\System32\\rwinsta\.exe|\\Windows\\System32\\setspn\.exe|\\Windows\\System32\\systempropertiesadvanced\.exe|\\Windows\\System32\\systemsettingsadminflows\.exe|\\Windows\\System32\\tscon\.exe|\\Windows\\System32\\tskill\.exe|\\Windows\\System32\\w32tm\.exe,Sideloading,,https://hijacklibs.net/entries/microsoft/built-in/logoncli.html
lrwizdll.dll,Microsoft,\\Windows\\System32,\\Windows\\System32\\licmgr\.exe,Sideloading,,https://hijacklibs.net/entries/microsoft/built-in/lrwizdll.html
madhcnet32.dll,Systemsoftware Mathias Rauen,\\Program Files( \(x86\))?\\Multimedia\\K-Lite Codec Pack\\Filters\\madVR|\\Program Files( \(x86\))?\\K-Lite Codec Pack\\Filters\\madVR,\\Program Files( \(x86\))?\\K-Lite Codec Pack\\Filters\\madVR\\madHcCtrl\.exe,Sideloading,69a90665113bd73b30360d87f7f6ed2c789a90a67f3b6e86474e21273a64f699,https://hijacklibs.net/entries/3rd_party/systemsoftwaremathiasrauen/madhcnet32.html
magnification.dll,Microsoft,\\Windows\\System32|\\Windows\\SysWOW64,\\Windows\\System32\\magnify\.exe,Sideloading,,https://hijacklibs.net/entries/microsoft/built-in/magnification.html
maintenanceui.dll,Microsoft,\\Windows\\System32,\\Windows\\System32\\mschedexe\.exe,Sideloading,,https://hijacklibs.net/entries/microsoft/built-in/maintenanceui.html
mapistub.dll,Microsoft,\\Windows\\System32|\\Windows\\SysWOW64,\\Windows\\System32\\fixmapi\.exe,Sideloading,,https://hijacklibs.net/entries/microsoft/built-in/mapistub.html
mbaexmlparser.dll,Microsoft,\\Windows\\System32,\\Windows\\System32\\mbaeparsertask\.exe,Sideloading,,https://hijacklibs.net/entries/microsoft/built-in/mbaexmlparser.html
mcutil.dll,McAfee,\\Program Files( \(x86\))?\\McAfee Inc\.\\McAfee Total Protection 2009,mcoemcpy\.exe,Sideloading,3124fcb79da0bdf9d0d1995e37b06f7929d83c1c4b60e38c104743be71170efe,https://hijacklibs.net/entries/3rd_party/mcafee/mcutil.html
mdmdiagnostics.dll,Microsoft,\\Windows\\System32,\\Windows\\System32\\mdmdiagnosticstool\.exe,Sideloading,,https://hijacklibs.net/entries/microsoft/built-in/mdmdiagnostics.html
mediainfo_i386.dll,MediaInfo,\\Program Files( \(x86\))?\\MediaInfo,\\Program Files( \(x86\))?\\MediaInfo\\MediaInfo\.exe,Sideloading,4fc64e114f80ce755040ac2891bd1fab0492a831177491f3fe1382adf94030f9,https://hijacklibs.net/entries/3rd_party/mediainfo/mediainfo_i386.html
mfc140u.dll,CheckMAL,\\Program Files( \(x86\))?\\CheckMAL\\AppCheck,\\Program Files( \(x86\))?\\CheckMAL\\AppCheck\\AppCheck\.exe,Sideloading,ea987229c8d4e647e0b5a0d6dd08cce9d15e78f74cb5fb5c86a7e9ea6a5ecc82,https://hijacklibs.net/entries/3rd_party/checkmal/mfc140u.html
mfc42u.dll,Microsoft,\\Windows\\System32|\\Windows\\SysWOW64,\\Windows\\System32\\devicepairingwizard\.exe|\\Windows\\System32\\dirquota\.exe|\\Windows\\System32\\eudcedit\.exe|\\Windows\\System32\\filescrn\.exe|\\Windows\\System32\\ldp\.exe|\\Windows\\System32\\msconfig\.exe|\\Windows\\System32\\msinfo32\.exe|\\Windows\\System32\\mspaint\.exe|\\Windows\\System32\\nlbmgr\.exe|\\Windows\\System32\\shrpubw\.exe|\\Windows\\System32\\storrept\.exe|\\Windows\\System32\\verifiergui\.exe|\\Windows\\System32\\wfs\.exe,Sideloading,,https://hijacklibs.net/entries/microsoft/built-in/mfc42u.html
mfcore.dll,Microsoft,\\Windows\\System32|\\Windows\\SysWOW64,\\Windows\\System32\\mfpmp\.exe,Sideloading,,https://hijacklibs.net/entries/microsoft/built-in/mfcore.html
mfcu100u.dll,Tech Smith,\\Program Files( \(x86\))?\\TechSmith\\Camtasia Studio 8,\\Program Files( \(x86\))?\\TechSmith\\Camtasia Studio 8\\CamMenuMaker\.exe,Sideloading,88a1f9a40eb7ece8999092b2872b6afde0fb3776e29384c5b00631bb0fca34d1,https://hijacklibs.net/entries/3rd_party/techsmith/mfcu100u.html
mfplat.dll,Microsoft,\\Windows\\System32|\\Windows\\SysWOW64,\\Windows\\System32\\mdeserver\.exe|\\Windows\\System32\\mfpmp\.exe,Sideloading,,https://hijacklibs.net/entries/microsoft/built-in/mfplat.html
mi.dll,Microsoft,\\Windows\\System32|\\Windows\\SysWOW64,\\Windows\\System32\\winrs\.exe|\\Windows\\System32\\wsmanhttpconfig\.exe|\\Windows\\System32\\wsmprovhost\.exe,Sideloading,,https://hijacklibs.net/entries/microsoft/built-in/mi.html
microsoft.ui.xaml.xamltypeinfo.dll,Microsoft,,\\(Users\\[^\\]+|windows\\(System32|SysWOW64)\\config\\systemprofile)\\AppData\\[^\\]+\\microsoft\\onedrive\\onedrive\.exe,Phantom,,https://hijacklibs.net/entries/microsoft/built-in/microsoft.ui.xaml.xamltypeinfo.html
midimap.dll,Microsoft,\\Windows\\System32|\\Windows\\SysWOW64,\\Windows\\System32\\osk\.exe,Sideloading,,https://hijacklibs.net/entries/microsoft/built-in/midimap.html
mimetools.dll,Notepad++,\\Program Files( \(x86\))?\\Notepad\+\+\\plugins|\\Program Files( \(x86\))?\\Notepad\+\+\\plugins\\mimetools,\\Program Files( \(x86\))?\\Notepad\+\+\\notepad\+\+\.exe,Sideloading,a41ecbdc16f1e893c5f40bae38174e14e3d969408b219f3f87fec2460d9fea40,https://hijacklibs.net/entries/3rd_party/notepad++/mimetools.html
mintdh.dll,Microsoft,\\Windows\\System32,\\Windows\\System32\\applytrustoffline\.exe|\\Windows\\System32\\netsh\.exe|\\Windows\\System32\\pktmon\.exe|\\Windows\\System32\\plasrv\.exe,Sideloading,,https://hijacklibs.net/entries/microsoft/built-in/mintdh.html
miracastview.dll,Microsoft,\\Windows\\Miracast,\\Windows\\MiraCast\\MiracastView\.exe,Sideloading,,https://hijacklibs.net/entries/microsoft/built-in/miracastview.html
miutils.dll,Microsoft,\\Windows\\System32|\\Windows\\SysWOW64,\\Windows\\System32\\register-cimprovider\.exe|\\Windows\\System32\\winrs\.exe|\\Windows\\System32\\wsmanhttpconfig\.exe|\\Windows\\System32\\wsmprovhost\.exe,Sideloading,,https://hijacklibs.net/entries/microsoft/built-in/miutils.html
mlang.dll,Microsoft,\\Windows\\System32|\\Windows\\SysWOW64,\\Windows\\System32\\calc\.exe|\\Windows\\System32\\computerdefaults\.exe|\\Windows\\System32\\fodhelper\.exe|\\Windows\\System32\\ie4uinit\.exe,Sideloading,,https://hijacklibs.net/entries/microsoft/built-in/mlang.html
mmdevapi.dll,Microsoft,\\Windows\\System32|\\Windows\\SysWOW64,\\Windows\\System32\\audiodg\.exe|\\Windows\\System32\\osk\.exe,Sideloading,,https://hijacklibs.net/entries/microsoft/built-in/mmdevapi.html
mobilenetworking.dll,Microsoft,\\Windows\\System32|\\Windows\\SysWOW64,\\Windows\\System32\\mbaeparsertask\.exe|\\Windows\\System32\\netsh\.exe,Sideloading,,https://hijacklibs.net/entries/microsoft/built-in/mobilenetworking.html
mozglue.dll,Mozilla,\\Program Files( \(x86\))?\\SeaMonkey|\\Program Files( \(x86\))?\\Mozilla Firefox|\\Program Files( \(x86\))?\\Mozilla Thunderbird,\\Program Files( \(x86\))?\\SeaMonkey\\seamonkey\.exe,Sideloading,,https://hijacklibs.net/entries/3rd_party/mozilla/mozglue.html
mpclient.dll,Microsoft,\\Program Files( \(x86\))?\\Windows Defender|\\Programdata\\Microsoft\\Windows Defender\\Platform\\[^\\]+,\\Program Files( \(x86\))?\\Windows Defender\\mpcmdrun\.exe|\\Program Files( \(x86\))?\\Windows Defender\\nissrv\.exe,Sideloading,,https://hijacklibs.net/entries/microsoft/built-in/mpclient.html
mpgear.dll,Microsoft,\\Program Files( \(x86\))?\\Windows Defender Advanced Threat Protection\\Classification|\\Windows\\System32\\MRT\\[^\\]+,\\Program Files( \(x86\))?\\Windows Defender Advanced Threat Protection\\Classification\\SenseCE\.exe,Sideloading,8dc4d5deef19fb4da195c270819a6ee283b67408fc9ee187216a0ce80ee61bab,https://hijacklibs.net/entries/microsoft/external/mpgear.html
mpr.dll,Microsoft,\\Windows\\System32|\\Windows\\SysWOW64,\\Windows\\System32\\bootcfg\.exe|\\Windows\\System32\\dcdiag\.exe|\\Windows\\System32\\dfsrdiag\.exe|\\Windows\\System32\\driverquery\.exe|\\Windows\\System32\\dsmgmt\.exe|\\Windows\\System32\\eventcreate\.exe|\\Windows\\System32\\getmac\.exe|\\Windows\\System32\\gpresult\.exe|\\Windows\\System32\\iesettingsync\.exe|\\Windows\\System32\\net\.exe|\\Windows\\System32\\ntdsutil\.exe|\\Windows\\System32\\openfiles\.exe|\\Windows\\System32\\pnpunattend\.exe|\\Windows\\System32\\rdpclip\.exe|\\Windows\\System32\\rekeywiz\.exe|\\Windows\\System32\\repadmin\.exe|\\Windows\\System32\\sdclt\.exe|\\Windows\\System32\\setupugc\.exe|\\Windows\\System32\\systeminfo\.exe|\\Windows\\System32\\taskkill\.exe|\\Windows\\System32\\waitfor\.exe,Sideloading,,https://hijacklibs.net/entries/microsoft/built-in/mpr.html
mprapi.dll,Microsoft,\\Windows\\System32|\\Windows\\SysWOW64,\\Windows\\System32\\rasautou\.exe,Sideloading,,https://hijacklibs.net/entries/microsoft/built-in/mprapi.html
mpsvc.dll,Microsoft,\\Programdata\\Microsoft\\Windows Defender\\Platform\\[^\\]+|\\Program Files( \(x86\))?\\Windows Defender\\[^\\]+,\\Programdata\\Microsoft\\Windows Defender\\Platform\\[^\\]+\\MsMpEng\.exe,Sideloading,,https://hijacklibs.net/entries/microsoft/built-in/mpsvc.html
mrmcorer.dll,Microsoft,\\Windows\\System32|\\Windows\\SysWOW64,\\Windows\\System32\\mcbuilder\.exe,Sideloading,,https://hijacklibs.net/entries/microsoft/built-in/mrmcorer.html
msacm32.dll,Microsoft,\\Windows\\System32|\\Windows\\SysWOW64,\\Windows\\System32\\osk\.exe,Sideloading,,https://hijacklibs.net/entries/microsoft/built-in/msacm32.html
msasn1.dll,Microsoft,\\Windows\\System32|\\Windows\\SysWOW64,winbox64\.exe|winbox\.exe,Sideloading,,https://hijacklibs.net/entries/microsoft/built-in/msasn1.html
